@relation QueryResult

@attribute Year numeric
@attribute DayOfYear numeric
@attribute Comments numeric

@data
2015,34,13.583333
2015,35,12.222222
2015,36,13.888888
2015,37,16
2015,38,17.222222
2015,39,16.111111
2015,40,13.944444
2015,41,10.611111
2015,42,14.388888
2015,43,14.75
2015,44,15
2015,45,15.611111
2015,46,15
2015,47,13.888888
2015,48,13.277777
2015,49,13.277777
2015,50,13
2015,51,13.444444
2015,52,13
2015,53,13.277777
2015,54,12.222222
2015,55,11.722222
2015,56,12.5
2015,57,13.888888
2015,58,12.222222
2015,59,10
2015,60,11.111111
2015,61,10.861111
2015,62,11.416666
2015,63,12.5
2015,64,14.444444
2015,65,13.888888
2015,66,14.138888
2015,67,12.222222
2015,68,12.888888
2015,69,12.777777
2015,70,13.888888
2015,71,15.611111
2015,72,17.777777
2015,73,21.972222
2015,74,18.888888
2015,75,16.861111
2015,76,15
2015,77,13.888888
2015,78,15.305555
2015,79,14.138888
2015,80,14.388888
2015,81,15
2015,82,13.277777
2015,83,14.388888
2015,84,14.388888
2015,85,18.277777
2015,86,15.611111
2015,87,15.861111
2015,88,16.111111
2015,89,14.138888
2015,90,13.583333
2015,91,12.5
2015,92,14.194444
2015,93,12.5
2015,94,11.416666
2015,96,12.777777
2015,97,11.972222
2015,98,12.611111
2015,99,13.583333
2015,100,14.138888
2015,101,14.388888
2015,102,15.555555
2015,103,13.277777
2015,104,12.777777
2015,105,15.861111
2015,106,18.027777
2015,107,16.416666
2015,108,13.138888
2015,109,13
2015,110,13.888888
2015,111,14.194444
2015,112,13.277777
2015,113,13.277777
2015,114,14.194444
2015,115,13.277777
2015,116,15.305555
2015,117,16.416666
2015,118,14.388888
2015,119,15
2015,120,22.777777
2015,121,19.5
2015,122,14.388888
2015,123,13.888888
2015,124,13.277777
2015,125,13.888888
2015,126,13.888888
2015,127,12.777777
2015,128,14.138888
2015,129,13
2015,130,13.277777
2015,131,13.027777
2015,132,13.277777
2015,133,13.888888
2015,134,13
2015,135,13
2015,136,12.777777
2015,137,13.888888
2015,138,13.888888
2015,139,14
2015,140,14.388888
2015,141,15
2015,142,14
2015,143,14.388888
2015,144,14.138888
2015,146,14.388888
2015,147,14.388888
2015,148,13.888888
2015,149,13.888888
2015,150,13.944444
2015,151,15.5
2015,152,17.222222
2015,153,16.055555
2015,154,14.694444
2015,155,15.861111
2015,156,17.5
2015,157,16.416666
2015,158,18.944444
2015,159,23.944444
2015,160,21.722222
2015,161,20.611111
2015,162,17.111111
2015,163,20.611111
2015,164,18.277777
2015,165,14.388888
2015,166,14.694444
2015,167,16.722222
2015,168,16.666666
2015,169,17.222222
2015,170,16.111111
2015,171,20
2015,172,15.611111
2015,173,15.805555
2015,174,17.777777
2015,175,17.777777
2015,176,22.25
2015,177,20
2015,178,19.694444
2015,179,18.277777
2015,180,17.777777
2015,181,22.222222
2015,182,22.222222
2015,183,20
2015,184,18.888888
2015,186,17.222222
2015,187,19
2015,188,18.888888
2015,189,17
2015,190,17.777777
2015,191,18.027777
2015,192,18.027777
2015,193,19.138888
2015,194,18.888888
2015,195,17.111111
2015,196,18.277777
2015,197,17.777777
2015,198,18.277777
2015,199,19.388888
2015,200,22.5
2015,201,22.222222
2015,202,17.777777
2015,203,17.222222
2015,204,16.416666
2015,205,18.277777
2015,206,17
2015,207,19.138888
2015,208,21.416666
2015,209,24.388888
2015,210,21.944444
2015,211,20.305555
2015,212,18.277777
2015,213,18.583333
2015,214,19.138888
2015,215,18.583333
2015,216,19.444444
2015,217,19.138888
2015,218,18.944444
2015,219,19.388888
2015,220,18
2015,221,19.388888
2015,222,18.583333
2015,223,18
2015,224,20
2015,225,19.388888
2015,226,18.583333
2015,227,24.138888
2015,228,25
2015,229,22.777777
2015,230,18.277777
2015,231,18
2015,232,18.888888
2015,233,17.222222
2015,234,16.722222
2015,235,17.5
2015,236,18.888888
2015,237,17.5
2015,238,20.611111
2015,239,23.277777
2015,240,23.055555
2015,241,19.694444
2015,242,19.194444
2015,243,18.583333
2015,244,17.777777
2015,245,18.277777
2015,246,17.222222
2015,247,16.722222
2015,248,18.583333
2015,249,20.611111
2015,251,25.305555
2015,252,24.388888
2015,253,23.888888
2015,254,21.722222
2015,255,18.888888
2015,256,19.138888
2015,257,18.888888
2015,258,17.222222
2015,259,17.777777
2015,260,17.222222
2015,261,18.027777
2015,262,21.972222
2015,263,23.888888
2015,264,23.277777
2015,265,17.777777
2015,266,19.138888
2015,267,21.861111
2015,268,19.388888
2015,269,19.138888
2015,270,18.888888
2015,271,16.722222
2015,272,16.111111
2015,273,17.222222
2015,274,17.222222
2015,275,16.666666
2015,276,14.388888
2015,277,17.222222
2015,278,18.277777
2015,279,17.5
2015,280,17.5
2015,281,20.611111
2015,282,18.888888
2015,283,16.722222
2015,284,17.222222
2015,285,21.972222
2015,286,22.777777
2015,287,21.722222
2015,288,18.888888
2015,289,17.5
2015,290,17.222222
2015,291,16.972222
2015,292,16.111111
2015,293,17.777777
2015,294,17.75
2015,295,17.222222
2015,296,18.583333
2015,297,16.111111
2015,298,16.972222
2015,299,15.805555
2015,300,17.25
2015,301,16.722222
2015,302,15.611111
2015,303,17.222222
2015,304,16.416666
2015,305,17.888888
2015,306,14
2015,307,11
2015,308,13.277777
2015,309,12.5
2015,310,11.944444
2015,311,11.722222
2015,312,13.583333
2015,313,10.305555
2015,314,9.694444
2015,315,10.861111
2015,316,10.611111
2015,317,10.861111
2015,318,11.111111
2015,319,11.722222
2015,320,10.305555
2015,321,11.972222
2015,322,12.777777
2015,323,13.888888
2015,324,13.583333
2015,325,10.611111
2015,326,13.888888
2015,327,11.722222
2015,328,10.305555
2015,329,7.222222
2015,331,7.25
2015,332,5.861111
2015,333,6.416666
2015,334,8.888888
2015,335,9.138888
2015,336,10
2015,337,12.222222
2015,338,9.694444
2015,339,11.111111
2015,340,15
2015,341,13
2015,342,14.444444
2015,343,15
2015,344,15
2015,345,11.111111
2015,346,10.555555
2015,347,11.111111
2015,348,8.833333
2015,349,8.333333
2015,350,8.333333
2015,351,9.694444
2015,352,11.722222
2015,353,11.111111
2015,354,10.555555
2015,355,14.388888
2015,356,15
2015,357,10.305555
2015,358,7.777777
2015,360,6.416666
2015,361,7.222222
2015,362,6.111111
2015,363,5.611111
2015,364,8.888888
2015,365,7.777777
2016,2,8.277777
2016,3,10
2016,4,12.75
2016,5,11.722222
2016,6,10
2016,7,8.888888
2016,8,10.611111
2016,9,11.111111
2016,10,10.611111
2016,11,12.25
2016,12,14.138888
2016,13,13.277777
2016,14,12.222222
2016,15,12.222222
2016,16,13.888888
2016,17,14.388888
2016,18,13.888888
2016,19,13.888888
2016,20,12.222222
2016,21,16.722222
2016,22,15
2016,23,12.222222
2016,24,8.888888
2016,25,11.722222
2016,26,11.111111
2016,27,11.111111
2016,28,15
2016,29,15
2016,30,12.222222
2016,31,10
2016,32,8.583333
2016,33,7.75
2016,34,11.111111
2016,35,10.861111
2016,36,11.055555
2016,37,11.972222
2016,38,15.805555
2016,39,15.305555
2016,40,15.305555
2016,41,15.611111
2016,42,14.75
2016,43,13.888888
2016,44,12.777777
2016,45,15
2016,46,18.277777
2016,47,18.027777
2016,48,18.277777
2016,49,11.111111
2016,50,11.722222
2016,51,11.722222
2016,52,11.416666
2016,53,10.611111
2016,54,13.833333
2016,55,14.694444
2016,56,16.166666
2016,57,15.611111
2016,58,15
2016,59,13.888888
2016,60,14.388888
2016,61,15.555555
2016,62,15.305555
2016,63,16.416666
2016,64,17.222222
2016,65,16.111111
2016,66,12.777777
2016,67,10.611111
2016,68,11.972222
2016,69,15.611111
2016,70,17.222222
2016,71,13.277777
2016,72,13.277777
2016,73,13.888888
2016,74,13.277777
2016,75,11.972222
2016,76,15
2016,77,16.055555
2016,78,13.277777
2016,79,13.277777
2016,80,16.166666
2016,81,13.277777
2016,82,11.722222
2016,83,12.5
2016,84,13.583333
2016,85,13.277777
2016,86,14.694444
2016,88,10.861111
2016,89,11.972222
2016,90,12.777777
2016,91,13.027777
2016,92,13.027777
2016,93,12.222222
2016,94,13.583333
2016,95,14.388888
2016,96,18.583333
2016,97,22.5
2016,98,19.388888
2016,99,15.861111
2016,100,15
2016,101,13.888888
2016,102,15
2016,103,13.888888
2016,104,13.027777
2016,105,12.777777
2016,106,13.333333
2016,107,18.583333
2016,108,21.666666
2016,109,20.611111
2016,110,18.833333
2016,111,18.027777
2016,112,17.222222
2016,113,14.694444
2016,114,13.583333
2016,115,13.277777
2016,116,12.777777
2016,117,12.777777
2016,118,13.888888
2016,119,13.027777
2016,120,13.583333
2016,121,18.888888
2016,122,19.138888
2016,123,15
2016,124,16.111111
2016,125,15.611111
2016,126,16.111111
2016,127,14.388888
2016,128,15.805555
2016,129,14.388888
2016,130,13.888888
2016,131,15
2016,132,15
2016,133,14.388888
2016,134,15
2016,135,16.972222
2016,136,16.111111
2016,137,16.111111
2016,138,22.25
2016,139,21.166666
2016,140,16.111111
2016,141,13.888888
2016,142,14.388888
2016,143,13.277777
2016,144,15.555555
2016,145,14.694444
2016,146,14.694444
2016,147,15.555555
2016,148,17.5
2016,149,21.972222
2016,150,17.25
2016,152,21.111111
2016,153,19.388888
2016,154,18.888888
2016,155,25
2016,156,21.722222
2016,157,17.222222
2016,158,16.111111
2016,159,16.722222
2016,160,16.722222
2016,161,16.722222
2016,162,17.25
2016,163,21.416666
2016,164,19.694444
2016,165,17.222222
2016,166,15.861111
2016,167,16.111111
2016,168,18.583333
2016,169,18.583333
2016,170,19.694444
2016,171,21.416666
2016,172,20
2016,173,20
2016,174,18.333333
2016,175,19.388888
2016,176,18.888888
2016,177,20.861111
2016,178,21.722222
2016,179,21.166666
2016,180,18.888888
2016,181,16.416666
2016,182,19.138888
2016,183,18.027777
2016,184,18.694444
2016,185,17.777777
2016,187,16.111111
2016,188,16.722222
2016,189,15.611111
2016,190,17.777777
2016,191,18.277777
2016,192,18.833333
2016,193,18.277777
2016,194,18.027777
2016,195,22.75
2016,196,21.722222
2016,197,17.75
2016,198,18.833333
2016,199,16.111111
2016,200,17.777777
2016,201,16.972222
2016,202,18.027777
2016,203,16.722222
2016,204,20
2016,205,20.305555
2016,206,20
2016,207,19.388888
2016,208,24.194444
2016,209,22.111111
2016,210,20.194444
2016,211,20.305555
2016,212,19.138888
2016,213,17.222222
2016,214,17.222222
2016,215,18.888888
2016,216,17.5
2016,217,16.111111
2016,218,16.111111
2016,219,16.111111
2016,220,16.111111
2016,221,17.222222
2016,222,16.722222
2016,223,17.777777
2016,224,17.777777
2016,225,18.833333
2016,226,18.888888
2016,227,18.027777
2016,228,17.222222
2016,229,16.722222
2016,230,17.777777
2016,231,18.027777
2016,232,17.75
2016,233,17.777777
2016,234,16.722222
2016,235,16.722222
2016,236,17.222222
2016,237,16.972222
2016,238,16.972222
2016,239,18.277777
2016,240,17.222222
2016,241,18.027777
2016,242,17.222222
2016,243,20
2016,244,18.888888
2016,245,16.722222
2016,246,18.027777
2016,247,17.222222
2016,248,16.416666
2016,250,19.694444
2016,251,23.333333
2016,252,17.777777
2016,253,17.222222
2016,254,16.722222
2016,255,16.111111
2016,256,15.805555
2016,257,16.972222
2016,258,17.777777
2016,259,16.111111
2016,260,17.5
2016,261,18.583333
2016,262,23.888888
2016,263,24.138888
2016,264,20.611111
2016,265,17.5
2016,266,16.111111
2016,267,17.5
2016,268,21.972222
2016,269,24.694444
2016,270,25.861111
2016,271,23.027777
2016,272,18.277777
2016,273,15.305555
2016,274,15.305555
2016,275,15
2016,276,15.611111
2016,277,17.222222
2016,278,16.722222
2016,279,16.972222
2016,280,17.777777
2016,281,20.305555
2016,282,21.111111
2016,283,20.305555
2016,284,16.111111
2016,285,15.861111
2016,286,15
2016,287,17.222222
2016,288,17.222222
2016,289,18.583333
2016,290,17.777777
2016,291,16.416666
2016,292,15
2016,293,17.222222
2016,294,18.583333
2016,295,16.972222
2016,296,15
2016,297,16.722222
2016,298,17.777777
2016,299,18.888888
2016,300,17.222222
2016,301,17.777777
2016,302,17.222222
2016,303,17.777777
2016,304,16.111111
2016,305,15
2016,306,14.388888
2016,307,14.694444
2016,308,15.305555
2016,309,15.555555
2016,310,15.611111
2016,311,17.222222
2016,312,16.722222
2016,313,17.5
2016,314,16.722222
2016,315,19.138888
2016,316,18.583333
2016,317,16.111111
2016,318,13.277777
2016,319,15
2016,320,15
2016,321,13.027777
2016,322,10.861111
2016,323,14.388888
2016,324,14.388888
2016,325,13.888888
2016,326,12
2016,327,11.416666
2016,328,11.722222
2016,330,11.111111
2016,331,11.111111
2016,332,10.611111
2016,333,10.611111
2016,334,10.305555
2016,335,11.111111
2016,336,9.694444
2016,337,12.222222
2016,338,11.722222
2016,339,12.5
2016,340,11.722222
2016,341,9.694444
2016,342,10.305555
2016,343,14.388888
2016,344,16.166666
2016,345,16.111111
2016,346,11.111111
2016,347,10.611111
2016,348,13.277777
2016,349,15.611111
2016,350,15
2016,351,10.611111
2016,352,5.305555
2016,353,4.388888
2016,354,6.111111
2016,355,8.583333
2016,356,10.861111
2016,357,10
2016,358,10.611111
2016,359,7.222222
2016,361,5.861111
2016,362,6.972222
2016,363,7.777777
2016,364,9.138888
2016,365,10
2016,366,9.388888
2017,2,8.888888
2017,3,12.222222
2017,4,12.222222
2017,5,8.277777
2017,6,8.277777
2017,7,13.888888
2017,8,15.611111
2017,9,12.777777
2017,10,13.277777
2017,11,11.111111
2017,12,9.138888
2017,13,8.277777
2017,14,8.277777
2017,15,7.222222
2017,16,6.722222
2017,17,9.138888
2017,18,10.611111
2017,19,10.611111
2017,20,9.388888
2017,21,10.611111
2017,22,10
2017,23,8.277777
2017,24,6.666666
2017,25,7.888888
2017,26,8.027777
2017,27,8.333333
2017,28,8.583333
2017,29,9.138888
2017,30,10
2017,31,10.305555
2017,32,13.277777
2017,33,15
2017,34,15
2017,35,13.027777
2017,36,12.222222
2017,37,13.888888
2017,38,16.722222
2017,39,17.222222
2017,40,16.416666
2017,41,13.888888
2017,42,10.305555
2017,43,10.861111
2017,44,7.777777
2017,45,13.583333
2017,46,15.861111
2017,47,15
2017,48,13.277777
2017,49,11.111111
2017,50,11.972222
2017,51,13.277777
2017,52,13.277777
2017,53,8.888888
2017,54,7.5
2017,55,7.222222
2017,56,9.694444
2017,57,9.388888
2017,58,8.277777
2017,59,8.888888
2017,60,10.611111
2017,61,11.972222
2017,62,10.861111
2017,63,11.722222
2017,64,8.888888
2017,65,9.444444
2017,66,11.111111
2017,67,13.277777
2017,68,15
2017,69,15.611111
2017,70,14.388888
2017,71,12
2017,72,17.5
2017,73,16.972222
2017,74,15
2017,75,14.388888
2017,76,16.416666
2017,77,14.388888
2017,78,13.888888
2017,79,15
2017,80,15.611111
2017,81,12.222222
2017,82,11.722222
2017,83,12.777777
2017,84,12.222222
2017,85,13.027777
2017,86,12.222222
2017,87,14.694444
2017,88,14.444444
2017,89,13.277777
2017,90,15.611111
